选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课时间
"11002042","税收筹划","崂山校区","讲授","曹伟","2.0","40","40","1-17周 三(3-4节)",
"11002030","会计信息系统","崂山校区","讲授","刘昕","3.0","56","75","1-13周 四(1-4节)",
"11002018","会计信息系统","崂山校区","讲授","刘昕","3.0","56","60","1-13周 二(1-4节)",
"11002044","注册会计师审计实务","崂山校区","讲授","刘学华","3.0","56","30","1-17周 二(5-7节);1-17周 三(1-2节)双",
"11002020","审计学原理","崂山校区","讲授","房巧玲","3.0","56","60","1-17周 一(1-2节)",
"11002015","高级财务会计","崂山校区","讲授","王竹泉 王荭 赵璨","3.0","56","60","1-17周 三(5-7节)",
"11002029","管理信息系统","崂山校区","讲授","王婉","3.0","56","50","1-17周 二(10-12节)",
"11002017","管理信息系统","崂山校区","讲授","宁靓","3.0","56","65","1-17周 四(10-12节);1-12周 三(3-4节)",
"11002012","业绩管理F5","崂山校区","讲授","安毅","3.0","56","60","1-12周 一(3-4节)",
"11002062","管理会计F2","崂山校区","讲授","程六兵","3.0","56","60","1-17周 一(5-7节)",
"11002063","会计师与企业F1","崂山校区","讲授","谢素娟 王苑琢","3.0","48","60","1-17周 三(5-7节)",
"11002058","会计学科概览","崂山校区","讲授","刘秀丽","2.0","32","50","1-17周 二(3-4节)",
"11002019","金融学","崂山校区","讲授","徐璟娜","2.0","32","80","1-17周 五(1-2节)",
"11006003","结业设计","崂山校区","讲授","姜忠辉 王婉 王晓","2.0","64","15","1-17周;8周 六(10-11节);6周 六(7-8节);3周 六(7-8节);2周 六(7-8节);16周 六(10-11节);14周 六(7-8节);12周 六(7-8节)",
"11006001","创新创业实践2","崂山校区","讲授","王婉 王晓","2.0","64","37","10周 六(7-8节)",
"11006002","创业者的简单财务生存指南","崂山校区","讲授","王竹泉 王贞洁 王苑琢","2.0","32","50","10-16周 六(5-8节)双;8周 六(5-8节);6周 六(5-8节);3周 六(5-8节)",
"11006004","员工赋能—创业公司人力资源开发","崂山校区","讲授","蔡礼彬 王大军","2.0","32","50","2周 六(5-8节)",
"11001005","机器人商业企划与创新实践","崂山校区","讲授","姜忠辉","2.0","36","20","1-17周 五(7-8节)",
"11001041","企业经营管理模拟","崂山校区","讲授","王福林","2.0","48","72","1-9周 四(1-4节);7-10周 三(3-4节);7-10周 一(3-4节);1-6周 三(3-4节)",
"11001038","电子商务","崂山校区","讲授","葛玉明","2.0","40","40","1-6周 一(3-4节);1-17周 三(3-4节)双",
"11001004","国际企业管理","崂山校区","讲授","段志霞","3.0","48","60","1-17周 一(3-4节)",
"11001042","现代企业管理前沿","崂山校区","讲授","罗均梅","3.0","48","55","1-17周 二(5-7节)",
"11001040","管理建模","崂山校区","讲授","万骁乐","2.0","32","60","1-17周 五(3-4节)",
"11001026","企业资本运营","崂山校区","讲授","王福林","2.0","32","50","1-17周 二(3-4节)",
"11001028","组织行为学","崂山校区","讲授","刘敬孝","3.0","48","72","1-17周 一(5-7节)",
"11001007","人力资源管理","崂山校区","讲授","邓晓辉","3.0","48","72","1-14周 四(10-12节)",
"11001008","市场营销","崂山校区","讲授","段志霞","3.0","48","72","1-17周 二(5-7节)",
"11001027","运营管理","崂山校区","讲授","冷绍升","3.0","48","72","1-17周 三(5-7节)",
"11001039","工商管理专业英语","崂山校区","讲授","罗均梅","3.0","48","90","1-17周 五(5-7节);1-17周 五(1-2节)双",
"11001024","管理统计学","崂山校区","讲授","梁铄","3.0","48","40","1-17周 四(3-4节);1-17周 三(1-2节)双",
"11001023","管理会计","崂山校区","讲授","葛玉明","3.0","48","50","1-17周 一(1-2节)",
"11001052","工商管理专业概览","崂山校区","讲授","罗均梅","1.0","16","72","1-9周 三(8-9节);1-17周 五(3-4节)",
"11001006","金融学","崂山校区","讲授","孙林杰","3.0","48","60","1-17周 三(3-4节)单",
"11001053","管理学原理","崂山校区","讲授","苏慧文","3.0","48","72","1-17周 五(10-12节)",
"12001017","专业外语","崂山校区","讲授","CYNTHIA_DIANNE_FLATT","2.0","44","78","1-17周 三(7-8节)",
"12001001","进出口业务模拟实训","崂山校区","讲授","刘莹","0.5","16","89","9-17周 二(5-6节);14-17周 五(3-4节)",
"12001011","物流管理学科前沿","崂山校区","讲授","李剑 高金伍 王伟","1.0","16","44","14-17周 三(3-4节)",
"12001004","采购管理","崂山校区","讲授","张文思","3.0","48","44","1-17周 一(7-9节)",
"12001064","世界经济贸易地理","崂山校区","讲授","王福年","2.0","32","72","1-17周 一(1-2节)",
"12001013","世界经济贸易地理","崂山校区","讲授","王福年","2.0","32","48","1-17周 一(3-4节)",
"12001010","物流工程与技术","崂山校区","讲授","王伟","3.0","56","44","1-17周 一(10-12节);1-17周 四(3-4节)",
"12001014","物流管理学","崂山校区","讲授","姜宝","3.0","48","48","1-17周 二(3-4节)双;1-4周 三(5-6节)",
"12001062","物流学导论","崂山校区","讲授","李剑","1.0","16","48","1-4周 二(3-4节)",
"09001028","房地产估价","西海岸校区","讲授","潘峰","2.0","32","28","1-17周 三(5-6节)",
"09001031","建设管理综合课程设计","西海岸校区","辅导","孙燕","2.0","64","28","1-17周",
"09001029","工程管理软件应用","西海岸校区","讲授","潘峰","2.0","48","28","1-17周 三(7-9节)",
"09001034","建筑CAD","西海岸校区","讲授","孙海","2.0","32","32","1-17周 五(5-6节)",
"09001030","机器学习","西海岸校区","讲授","王俊杰","2.0","32","28","1-17周 四(3-4节)",
"09001037","运筹学","西海岸校区","讲授","王俊杰","3.0","48","32","1-17周 一(7-9节)",
"09001018","基础工程","西海岸校区","讲授","刘晓春 寇海磊","3.0","48","69","1-17周 二(5-7节)",
"09001036","土木工程施工课程设计","西海岸校区","辅导","武毅","1.0","32","32","1-17周",
"09001042","土木工程材料实验","西海岸校区","实验","咸永珍","0.5","16","35","7-14周 二(7-8节)",
"09001027","土木工程材料实验","西海岸校区","实验","咸永珍","0.5","16","75","7-14周 二(3-4节)",
"09001039","管理学原理","西海岸校区","讲授","邵萌","2.0","32","35","1-17周 一(5-6节)",
"09001041","土木工程材料","西海岸校区","讲授","沙飞 李爱军","2.0","32","35","1-17周 三(1-2节)",
"09001026","土木工程材料","西海岸校区","讲授","李鹏","2.0","32","75","1-17周 二(7-8节)",
"09001050","画法几何与工程制图","崂山校区","讲授","孙瑜","3.0","48","105","1-17周 一(7-9节)",
"09001040","会计学原理","西海岸校区","讲授","高惠瑛","2.0","32","35","1-17周 五(5-6节)",
"08001026","生物制药技术","鱼山校区","讲授","朱天骄","2.0","32","30","1-17周 一(7-8节)",
"08001021","大学生职业发展教育Ⅳ","鱼山校区","讲授","赵炜","0.5","8","80","2-5周 一(5-6节)",
"08001023","药事管理","鱼山校区","讲授","吴智勇","2.0","32","51","1-17周 五(3-4节)",
"08001022","药事管理","鱼山校区","讲授","吴智勇","2.0","32","51","1-17周 五(1-2节)",
"08001072","生物药剂学与药物动力学","鱼山校区","讲授","王成","2.0","32","30","2-13周 五(10-12节)",
"08001050","药学科教融合系列实验课程","鱼山校区","讲授","李国云","1.0","32","10","4-12周 六(1-4节)",
"08001046","药学科教融合系列实验课程","鱼山校区","讲授","曹鸿志","1.0","32","10","4-12周 六(5-8节)",
"08001073","药学与交叉学科创新系列研讨课程10","鱼山校区","讲授","毛文君","2.0","32","10","1-17周 五(5-6节)",
"08001048","药学与交叉学科创新系列研讨课程9","鱼山校区","讲授","姜帅 赵峡 韩璐","2.0","32","15","1-17周 五(10-12节);10-17周 六(5-8节)单",
"08001047","药学与交叉学科创新系列研讨课程8","鱼山校区","讲授","万升标","1.0","24","10","1-9周 一(1-2节)单",
"08001074","药学与交叉学科创新研讨课","鱼山校区","讲授","赵峡","2.0","32","15","1-12周 四(10-12节)",
"08001039","药物合成反应","鱼山校区","讲授","江涛","2.0","32","30","1-17周 一(5-6节)",
"08001032","糖药物学","鱼山校区","讲授","于广利","2.0","32","30","1-17周 五(5-6节)",
"08001025","免疫学","鱼山校区","讲授","李静","2.0","32","30","1-17周 五(7-8节)",
"08001027","生药学","鱼山校区","讲授","刘红兵","2.0","32","100","1-17周 三(1-2节)",
"08001031","生药学实验","鱼山校区","讲授","刘婵娟","1.0","32","26","6-13周 二(10-12节)",
"08001030","生药学实验","鱼山校区","讲授","刘婵娟","1.0","32","26","6-13周 二(5-8节)",
"08001029","生药学实验","鱼山校区","讲授","李海花","1.0","32","26","6-13周 六(1-4节)",
"08001028","生药学实验","鱼山校区","讲授","李海花","1.0","32","22","6-13周 二(1-4节)",
"08001075","天然药物化学实验","鱼山校区","讲授","刘培培","1.0","32","20","4-11周 一(5-8节)",
"08001038","天然药物化学实验","鱼山校区","讲授","朱伟明","1.0","32","20","4-11周 三(10-12节)",
"08001037","天然药物化学实验","鱼山校区","讲授","刘培培","1.0","32","20","4-11周 三(5-8节)",
"08001036","天然药物化学实验","鱼山校区","讲授","车茜","1.0","32","20","4-11周 三(10-12节)",
"08001035","天然药物化学实验","鱼山校区","讲授","车茜","1.0","32","20","4-11周 三(5-8节)",
"08001071","药学新生研讨课","崂山校区","讲授","李春霞","1.0","16","105","10-17周 五(1-2节)",
"08001070","药学导论","崂山校区","讲授","李春霞","1.0","16","105","1-9周 五(1-2节)",
"08001034","天然药物化学","鱼山校区","讲授","付鹏","2.0","32","40","1-17周 五(1-2节)",
"08001033","天然药物化学","鱼山校区","讲授","王乂","2.0","32","60","1-17周 一(3-4节)",
"08001017","现代仪器分析实验","鱼山校区","讲授","邱雪","1.0","32","30","6-13周 五(5-8节)",
"08001015","病理生理学","鱼山校区","讲授","何小溪","1.0","16","30","1-17周 三(1-2节)双",
"08001024","计算机辅助药物设计","鱼山校区","讲授","于日磊","2.0","32","30","1-17周 一(10-11节)",
"08001045","药学分子生物学实验","鱼山校区","讲授","路新枝","1.0","32","33","4-11周 四(10-12节)",
"08001044","药学分子生物学实验","鱼山校区","讲授","路新枝","1.0","32","33","4-11周 二(5-8节)",
"08001043","药学分子生物学实验","鱼山校区","讲授","路新枝","1.0","32","33","4-11周 二(1-4节)",
"08001064","人体解剖生理学实验","鱼山校区","讲授","刘云章","1.0","32","25","5-12周 二(10-12节)",
"08001063","人体解剖生理学实验","鱼山校区","讲授","刘云章","1.0","32","25","5-12周 二(5-8节)",
"08001062","人体解剖生理学实验","鱼山校区","讲授","刘云章","1.0","32","25","5-12周 一(10-12节)",
"08001061","人体解剖生理学实验","鱼山校区","讲授","卢玲","1.0","32","25","5-12周 一(5-8节)",
"08001069","无机化学实验","鱼山校区","讲授","段杉杉","1.5","48","25","2-13周 二(10-12节)",
"08001068","无机化学实验","鱼山校区","讲授","段杉杉","1.5","48","25","2-13周 二(5-8节)",
"08001067","无机化学实验","鱼山校区","讲授","姚硕","1.5","48","25","2-13周 一(10-12节)",
"08001066","无机化学实验","鱼山校区","讲授","姚硕","1.5","48","25","2-13周 一(5-8节)",
"08001059","有机化学实验Ⅰ-2","鱼山校区","讲授","李国强","1.5","48","25","2-13周 一(5-8节)",
"08001058","有机化学实验Ⅰ-2","鱼山校区","讲授","王勇","1.5","48","25","2-13周 一(10-12节)",
"08001057","有机化学实验Ⅰ-2","鱼山校区","讲授","崔伟","1.5","48","25","2-13周 二(10-12节)",
"08001056","有机化学实验Ⅰ-2","鱼山校区","讲授","崔伟","1.5","48","25","2-13周 二(5-8节)",
"08001060","人体解剖生理学","崂山校区","讲授","卢玲 郝杰杰","3.0","48","105","1-17周 五(5-7节);1-17周 五(1-2节)双",
"08001055","有机化学Ⅰ-2","鱼山校区","讲授","王平原","3.0","48","30","1-17周 二(3-4节);1-17周 五(1-2节)双",
"08001054","有机化学Ⅰ-2","鱼山校区","讲授","徐涛","3.0","48","30","1-17周 二(3-4节);1-17周 五(1-2节)单",
"08001053","有机化学Ⅰ-2","鱼山校区","讲授","蔡超","3.0","48","30","1-17周 二(1-2节);1-17周 五(1-2节)单",
"08001052","有机化学Ⅰ-2","鱼山校区","讲授","李明","3.0","48","40","1-17周 二(1-2节)",
"08001051","仪器分析","鱼山校区","讲授","吕志华","2.0","32","30","1-17周 四(3-4节)",
"08001049","临床医学概论","鱼山校区","讲授","何小溪","2.0","32","105","1-17周 三(10-11节);1-17周 四(3-4节)",
"08001065","无机化学","崂山校区","讲授","张前前","3.0","48","105","1-17周 一(1-2节)单",
"08001042","药学分子生物学","鱼山校区","讲授","张国建","2.0","32","30","1-17周 一(3-4节)",
"08001041","药学分子生物学","鱼山校区","讲授","顾玉超","2.0","32","30","1-17周 一(3-4节)",
"08001040","药学分子生物学","鱼山校区","讲授","韩峰","2.0","32","40","1-17周 五(1-2节)",
"06001050","海洋环境监测与评价实验","鱼山校区","讲授","黄志涛 盛化香","0.5","16","23","2-17周 五(10-11节)",
"06001026","海洋环境监测与评价实验","鱼山校区","讲授","黄志涛 盛化香","0.5","16","23","2-17周 四(10-11节)",
"06001002","海洋环境监测与评价","鱼山校区","讲授","黄志涛 盛化香","2.0","32","46","1-17周 四(3-4节)",
"06001027","生物资源评估","鱼山校区","讲授","张崇良","2.5","40","50","1-17周 一(5-7节)",
"06001053","养殖水环境工程学实验","鱼山校区","讲授","董登攀","0.5","16","20","2-17周 二(10-11节)",
"06001006","养殖水环境工程学实验","鱼山校区","讲授","董登攀","0.5","16","20","2-17周 二(7-8节)",
"06002045","水生生物学与生物饵料培养实验","鱼山校区","讲授","王巧晗","1.0","32","22","2-17周 四(1-2节)",
"06002044","水生生物学与生物饵料培养实验","鱼山校区","讲授","王巧晗","1.0","32","22","2-17周 三(1-2节)",
"06002043","水生生物学与生物饵料培养实验","鱼山校区","讲授","王巧晗","1.0","32","22","2-17周 二(1-2节)",
"06002022","水生生物学与生物饵料培养实验","鱼山校区","讲授","王巧晗","1.0","32","22","2-17周 一(1-2节);1-17周 四(3-4节)",
"06001017","工程力学","鱼山校区","讲授","何舒玥","4.0","64","40","1-17周 二(3-4节)",
"07001030","职业生涯规划 IV","西海岸校区","讲授","曹亚楠","0.5","8","39","10-13周 日(3-4节)",
"07001010","职业生涯规划 IV","西海岸校区","讲授","曹亚楠","0.5","8","89","10-13周 六(8-9节)",
"07001023","文献检索与科技论文写作","西海岸校区","讲授","王静雪","1.0","24","50","5-12周 三(5-7节)",
"07001044","专业创新性实验","西海岸校区","讲授","张芳","1.0","32","31","1-17周 日(7-8节)",
"07001043","专业创新性实验","西海岸校区","讲授","张芳","1.0","32","81","1-17周 日(10-11节)",
"07001004","基因工程","西海岸校区","讲授","唐庆娟","1.0","16","50","1-9周 四(3-4节)",
"07001031","海洋生物资源评估","西海岸校区","讲授","刘群","2.0","32","50","1-17周 一(5-6节)",
"07001005","食品工业现代化","西海岸校区","讲授","张兰威","1.0","16","30","1-9周 五(3-4节)",
"07001015","食品毒理学","西海岸校区","讲授","刘同杰","2.0","32","50","1-17周 二(3-4节)",
"07001037","食品检验与分析","西海岸校区","讲授","赵雪","2.0","32","30","1-17周 一(10-11节)",
"07001016","食品检验与分析","西海岸校区","讲授","董平","2.0","32","50","1-17周 一(7-8节)",
"07001040","食品安全与法规","西海岸校区","讲授","王凯强","2.0","32","40","1-17周 五(5-6节)",
"07001039","食品安全与法规","西海岸校区","讲授","隋建新","2.0","32","27","1-17周 五(7-8节)",
"07001038","食品安全与法规","西海岸校区","讲授","王静雪","2.0","32","27","1-17周 五(3-4节)",
"07001011","发酵食品及工程","西海岸校区","讲授","徐莹","2.0","32","50","1-17周 四(3-4节)",
"07001007","食品质量控制与管理","西海岸校区","讲授","米娜莎","2.0","32","50","1-17周 一(3-4节)",
"07001017","食品质构与流变","西海岸校区","讲授","高昕","2.0","32","50","1-17周 一(5-6节)",
"07001036","食品工程原理","西海岸校区","讲授","王彦超","2.5","48","30","1-17周 五(3-4节)",
"07001035","食品工程原理","西海岸校区","讲授","吴浩浩","2.5","48","30","1-17周 四(3-4节)",
"07001022","食品工程原理","西海岸校区","讲授","侯虎","2.5","48","40","1-17周 二(3-4节)",
"07001046","专业导论","崂山校区","讲授","曹立民","1.0","16","73","1-17周 一(7-8节)",
"07001045","专业导论","崂山校区","讲授","林洪","1.0","16","73","1-17周 一(5-6节)",
"07001002","功能性食品","西海岸校区","讲授","王玉明","2.0","32","50","1-17周 二(5-6节)",
"07001033","海洋食品开发专题","西海岸校区","讲授","薛长湖","1.0","16","50","1-9周 五(5-6节)",
"07001003","海洋食品开发专题","西海岸校区","讲授","薛长湖","1.0","16","50","1-9周 一(5-6节)",
"07001026","食品保藏与加工工艺学","西海岸校区","讲授","刘尊英","3.0","48","30","1-17周 二(5-7节)",
"07001014","食品保藏与加工工艺学","西海岸校区","讲授","董士远","3.0","48","50","1-17周 三(5-7节)",
"07001032","生物化学","西海岸校区","讲授","刘炳杰 孟祥红 张莉","3.0","48","30","1-17周 三(5-7节)",
"07001027","生物化学","西海岸校区","讲授","张莉 刘炳杰 孟祥红","3.0","48","30","1-17周 二(5-7节)",
"07001021","生物化学","西海岸校区","讲授","孟祥红 张莉 刘炳杰","3.0","48","30","1-17周 一(5-7节)",
"06002020","水产养殖设施","鱼山校区","讲授","周演根","2.0","32","80","1-17周 五(5-6节)",
"06002001","渔业经济与管理","鱼山校区","讲授","慕永通","2.0","32","82","1-17周 一(10-11节)",
"06002049","水环境化学实验","鱼山校区","讲授","张美昭","1.0","32","22","1-17周 日(5-6节)",
"06002048","水环境化学实验","鱼山校区","讲授","张美昭","1.0","32","22","1-17周 日(3-4节)",
"06002047","水环境化学实验","鱼山校区","讲授","张美昭","1.0","32","22","1-17周 日(1-2节)",
"06002021","水环境化学实验","鱼山校区","讲授","张美昭","1.0","32","22","1-17周 日(7-8节)",
"06002054","水产动物病害学实验","鱼山校区","讲授","迟恒 战文斌","1.0","32","25","2-17周 三(10-11节)",
"06002053","水产动物病害学实验","鱼山校区","讲授","迟恒 战文斌","1.0","32","25","2-17周 二(10-11节)",
"06002052","水产动物病害学实验","鱼山校区","讲授","迟恒 战文斌","1.0","32","25","2-17周 二(7-8节)",
"06002007","水产动物病害学实验","鱼山校区","讲授","迟恒 战文斌","1.0","32","25","2-17周 二(5-6节)",
"06002046","养殖水环境化学","鱼山校区","讲授","李丽 王芳","2.0","32","45","1-17周 二(3-4节)",
"06002023","养殖水环境化学","鱼山校区","讲授","王芳 李丽","2.0","32","45","1-17周 五(3-4节)",
"06002016","生物饵料培养","鱼山校区","讲授","潘克厚","2.0","32","80","1-17周 三(3-4节)",
"06002030","水产动物病害学","鱼山校区","讲授","迟恒","2.0","32","94","1-17周 二(3-4节)",
"06002055","水产动物营养与饲料学","鱼山校区","讲授","张彦娇 张文兵","2.0","32","45","1-17周 三(5-6节)",
"06002008","水产动物营养与饲料学","鱼山校区","讲授","张文兵 张彦娇","2.0","32","45","1-17周 一(10-11节)",
"06002051","生物实验技术实验","鱼山校区","讲授","绳秀珍","1.0","32","20","2-17周 四(10-11节)",
"06002050","生物实验技术实验","鱼山校区","讲授","绳秀珍","1.0","32","20","2-17周 三(10-11节)",
"06002018","生物实验技术实验","鱼山校区","讲授","绳秀珍","1.0","32","20","2-17周 五(10-11节)",
"06002063","藻类生物学","鱼山校区","讲授","高旭","2.0","32","76","1-17周 三(5-6节)",
"06002009","动物免疫学","鱼山校区","讲授","邢婧","2.0","32","50","1-17周 一(5-6节)",
"06002017","生物实验技术","鱼山校区","讲授","绳秀珍","2.0","32","50","1-17周 三(5-6节)",
"06002037","发育生物学实验","鱼山校区","讲授","苗晶晶 刘成栋","1.0","32","27","2-17周 五(10-11节)",
"06002036","发育生物学实验","鱼山校区","讲授","苗晶晶 刘成栋","1.0","32","27","2-17周 三(10-11节)",
"06002014","发育生物学实验","鱼山校区","讲授","苗晶晶 刘成栋","1.0","32","27","2-17周 一(10-11节)",
"06002062","鱼类学实验","鱼山校区","讲授","于瑞海","1.0","32","20","2-17周 日(7-8节)",
"06002061","鱼类学实验","鱼山校区","讲授","于瑞海","1.0","32","20","2-17周 日(5-6节)",
"06002060","鱼类学实验","鱼山校区","讲授","于瑞海","1.0","32","20","2-17周 日(3-4节)",
"06002027","鱼类学实验","鱼山校区","讲授","于瑞海","1.0","32","20","2-17周 日(1-2节)",
"06002039","动物生理学实验","鱼山校区","讲授","张凯强 王海亮","1.0","32","20","2-17周 四(10-11节)",
"06002038","动物生理学实验","鱼山校区","讲授","周慧慧","1.0","32","20","2-17周 六(5-6节)",
"06002035","动物生理学实验","鱼山校区","讲授","周慧慧","1.0","32","20","2-17周 六(3-4节)",
"06002011","动物生理学实验","鱼山校区","讲授","周慧慧","1.0","32","20","2-17周 六(1-2节)",
"06002059","生物化学实验","鱼山校区","讲授","万敏","1.0","32","24","2-17周 日(5-6节)",
"06002058","生物化学实验","鱼山校区","讲授","万敏","1.0","32","24","2-17周 四(10-11节)",
"06002057","生物化学实验","鱼山校区","讲授","朱葆华","1.0","32","24","2-17周 四(10-11节)",
"06002025","生物化学实验","鱼山校区","讲授","朱葆华","1.0","32","24","2-17周 四(10-11节)",
"06002042","动物遗传育种学实验","鱼山校区","讲授","徐成勋","1.0","32","22","2-17周 一(1-2节)",
"06002041","动物遗传育种学实验","鱼山校区","讲授","徐成勋","1.0","32","22","2-17周 四(3-4节)",
"06002040","动物遗传育种学实验","鱼山校区","讲授","徐成勋","1.0","32","22","2-17周 四(1-2节)",
"06002012","动物遗传育种学实验","鱼山校区","讲授","徐成勋","1.0","32","22","2-17周 三(1-2节)",
"06002005","分子营养学","鱼山校区","讲授","刘成栋 何艮","2.0","32","50","1-17周 四(3-4节)",
"06002013","发育生物学","鱼山校区","讲授","苗晶晶","2.0","32","80","1-17周 一(3-4节)",
"06002026","鱼类学","鱼山校区","讲授","李吉方","2.5","40","80","1-17周 五(5-7节)",
"06002034","动物生理学","鱼山校区","讲授","齐鑫 于红","2.5","40","45","1-17周 三(7-9节)",
"06002010","动物生理学","鱼山校区","讲授","于红 齐鑫","2.5","40","45","1-17周 一(7-9节)",
"06002015","普通生态学","鱼山校区","讲授","田相利","2.5","40","80","1-17周 二(10-12节);1-17周 四(3-4节)",
"06002056","生物化学","鱼山校区","讲授","万敏","4.0","64","45","1-17周 二(3-4节);1-17周 四(3-4节)",
"06002024","生物化学","鱼山校区","讲授","朱葆华","4.0","64","45","1-17周 二(3-4节)",
"02001121","科研训练","崂山校区","讲授","李颖","6.0","192","14","1-17周",
"02001122","生产实习","崂山校区","讲授","李颖","4.0","0","14","1-17周;1-17周 五(5-6节)",
"02001098","海洋光学基础","崂山校区","讲授","牟冰","2.5","48","70","1-17周 三(5-6节)双",
"02001128","光电专业实验","崂山校区","讲授","盖磊","1.5","48","24","1-16周 四(7-9节)",
"02001096","光电专业实验","崂山校区","讲授","盖磊","1.5","48","24","1-16周 四(10-12节)",
"10002041","环境监测实验","崂山校区","讲授","黄磊","1.0","32","15","4-11周 五(5-8节);4-11周 一(10-11节)",
"10002040","环境监测实验","崂山校区","讲授","季军远 高孟春","1.0","32","25","4-11周 一(7-8节);4-11周 二(10-11节)",
"10002036","环境监测实验","崂山校区","讲授","季军远 高孟春","1.0","32","25","4-11周 二(7-8节);15-16周 六(5-8节)",
"10002039","大气污染控制工程实验","崂山校区","讲授","高阳 姚小红","0.5","16","25","15-16周 六(1-4节);15-16周 日(5-8节)",
"10002032","大气污染控制工程实验","崂山校区","讲授","高阳 姚小红","0.5","16","25","15-16周 日(1-4节)",
"10002030","大气污染控制工程","崂山校区","讲授","高阳 刘晓环","2.0","32","49","1-17周 三(5-6节)",
"10002037","污染控制与治理前沿讲座","崂山校区","讲授","杨世迎","1.0","16","49","1-9周 二(3-4节)",
"10002033","地质灾害防控前沿讲座","崂山校区","讲授","刘晓磊","1.0","16","49","10-17周 二(3-4节)",
"10002025","海洋工程环境观测","崂山校区","讲授","郑建国","0.5","16","50","13-16周 六(5-8节)",
"10002024","海洋地球物理探测","崂山校区","讲授","孟庆生","0.5","16","50","9-12周 六(5-8节);7-8周 日(5-8节)",
"10002021","工程地球物理探测","崂山校区","讲授","郭秀军","0.5","16","50","7-8周 六(5-8节)",
"10002023","工程地质原位测试","崂山校区","讲授","刘晓磊","0.5","16","50","7-10周 六(1-4节)",
"10002026","环境地理信息系统","崂山校区","讲授","马安青","1.0","32","50","1-17周 一(3-4节)",
"10002042","地下水污染控制实验","崂山校区","讲授","郑西来","0.5","16","25","11-14周 三(5-8节)",
"10002020","地下水污染控制实验","崂山校区","讲授","郑西来","0.5","16","25","11-14周 五(5-8节)",
"10002031","大气污染控制工程课程设计","崂山校区","讲授","辛佳","1.0","32","49","10-17周;1-9周 四(3-4节)",
"10002047","环境规划与管理","崂山校区","讲授","彭辉","2.0","32","49","1-9周 一(3-4节)",
"10002038","物理性污染控制","崂山校区","讲授","郭亮","1.5","24","49","1-12周 三(1-2节);1-17周 四(3-4节)",
"10002022","工程地质勘查","崂山校区","讲授","孟庆生","3.0","48","50","1-17周 一(7-8节)单;4-13周 五(3-4节)",
"10002019","地下水污染控制","崂山校区","讲授","林国庆","2.5","40","50","4-13周 三(3-4节)",
"10002034","海洋环境工程","崂山校区","讲授","贾永刚 赵阳国 陈友媛","2.0","32","49","1-17周 二(5-6节)",
"10002029","环境工程原理实验","崂山校区","讲授","杨世迎","0.5","16","49","10-13周 日(5-8节)",
"10002028","环境工程原理","崂山校区","讲授","杨世迎","3.0","48","49","1-17周 二(5-7节)",
"10002048","环境微生物学（双语）","崂山校区","讲授","赵阳国 白洁","2.0","32","25","1-17周 五(3-4节)",
"10002045","环境微生物学（双语）","崂山校区","讲授","张智明","2.0","32","25","1-17周 五(3-4节)",
"10002046","环境学科导航讲座","崂山校区","讲授","郑西来","1.0","16","50","10-17周 一(5-6节)",
"10002044","环境学科导航讲座","崂山校区","讲授","高会旺","1.0","16","50","1-9周 三(1-2节)",
"10002035","环境监测","崂山校区","讲授","季军远","2.0","32","49","1-17周 一(5-6节)",
"04002009","工程岩土学","崂山校区","讲授","冯秀丽","2.0","32","47","1-17周 一(7-8节);1-17周 三(8-9节)单",
"07003009","海洋生物资源原料学","西海岸校区","讲授","姜晓明 王静凤","3.0","48","50","1-17周 三(3-4节)",
"07003002","海洋生物资源产品质量控制","西海岸校区","讲授","曹立民","2.0","32","31","1-17周 一(3-4节)",
"07003006","现代仪器分析","西海岸校区","讲授","徐杰","2.0","32","50","1-17周 三(3-4节)",
"07003008","海洋管理概论","西海岸校区","讲授","林凯","1.0","16","30","1-9周 二(8-9节)",
"17001024","绿色高分子材料","西海岸校区","讲授","刘志承","2.0","32","20","1-17周 三(3-4节)",
"17001021","高分子材料加工助剂","西海岸校区","讲授","徐晓峰","2.0","32","20","1-17周 二(3-4节)",
"17001025","涂料与胶粘剂","西海岸校区","讲授","靳凯","2.0","32","20","1-17周 一(3-4节)",
"17001023","功能高分子材料实验","西海岸校区","讲授","黄明华","0.5","16","46","1-17周",
"17001038","材料科学与工程基础","西海岸校区","讲授","陈守刚","2.0","32","51","1-17周 四(3-4节)",
"17001022","功能高分子材料","西海岸校区","讲授","孙明亮","2.0","32","46","1-17周 四(3-4节)",
"17001029","高分子物理","西海岸校区","讲授","李海艳","3.0","48","49","1-17周 一(5-7节);1-17周 日(1-4节)",
"09002013","顶岗实习","西海岸校区","实习","田晓洁 刘贵杰 冷鼎鑫","4.0","128","55","1-17周 六(1-4节)",
"09002001","设计管理","西海岸校区","讲授","王天健","2.0","32","38","1-17周 二(3-4节)",
"09002004","服务设计","西海岸校区","讲授","褚俊洁","2.0","32","29","1-17周 一(3-4节);1-8周 四(3-4节)",
"09002011","企业形象设计","西海岸校区","讲授","石林","2.0","32","30","1-8周 二(3-4节)",
"09002002","虚拟设计","西海岸校区","讲授","袁鹏","1.5","32","38","1-17周 四(3-4节);1-17周 三(5-6节)",
